Contig	Kingdom	Phylum	Class	Order	Family	Genus	Species
NODE_33_length_2134_cov_3.315994_MEMO141|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli
NODE_33_length_2263_cov_6.274931_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
NODE_33_length_2276_cov_13.879036_MEMO143|full	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	unclassified
NODE_33_length_2467_cov_6.415900_MEMO112|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes aegypti
NODE_33_length_2605_cov_36.525712_MEMO031|full	Viruses	unclassified	Naldaviricetes	Lefavirales	Nudiviridae	unclassified	Nudiviridae sp.
NODE_33_length_3135_cov_6.421517_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	Erwinia sp. OLMDLW33
NODE_33_length_8681_cov_11.934333_MEMO129|full	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	unclassified
NODE_330_length_1006_cov_1.820237_MEMO111|full	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Aedes aegypti To virus 2
NODE_330_length_1066_cov_3.419616_NEMO-NC2|full	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_330_length_1197_cov_4.529464_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_330_length_1282_cov_5.878008_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_331_length_1064_cov_3.353597_NEMO-NC2|full	Bacteria	Proteobacteria	Deltaproteobacteria	unclassified	unclassified	unclassified	Deltaproteobacteria bacterium
NODE_331_length_1107_cov_1.324272_NEMO-NC3|full	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus thermophilus
NODE_331_length_1196_cov_3.238606_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_331_length_1282_cov_3.102075_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	unclassified
NODE_332_length_1064_cov_0.963526_NEMO-NC2|full	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	unclassified	unclassified	Hyphomicrobiales bacterium
NODE_332_length_1106_cov_6.577259_NEMO-NC3|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	unclassified	unclassified
NODE_332_length_1194_cov_4.611459_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_333_length_1063_cov_3.415822_NEMO-NC2|full	Viruses	Cressdnaviricota	unclassified	unclassified	unclassified	unclassified	CRESS virus sp. ctin15
NODE_333_length_1081_cov_19.576693_MEMO108|full	Eukaryota	Euglenozoa	Kinetoplastea	Trypanosomatida	Trypanosomatidae	Phytomonas	Phytomonas sp. isolate EM1
NODE_333_length_1193_cov_1.771505_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	unclassified
NODE_333_length_1281_cov_2.354651_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_334_length_1002_cov_11.225946_MEMO111|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus
NODE_334_length_1060_cov_3.106816_NEMO33|full	Eukaryota	Arthropoda	Insecta	Diptera	Diopsidae	Teleopsis	Teleopsis dalmanni
NODE_334_length_1062_cov_4.423350_NEMO-NC2|full	Bacteria	Candidatus Taylorbacteria	unclassified	unclassified	unclassified	unclassified	Candidatus Taylorbacteria bacterium
NODE_334_length_1104_cov_3.606621_NEMO-NC3|full	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga agrisoli
NODE_334_length_1113_cov_0.991313_MEMO128|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Cedecea	Cedecea sp. FDAARGOS_727
NODE_334_length_1281_cov_2.344684_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	unclassified	unclassified	unclassified
NODE_335_length_1135_cov_2.019849_MEMO112|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	unclassified	unclassified
NODE_335_length_1280_cov_4.544472_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
NODE_335_length_1360_cov_5.410756_MEMO071|full	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	unclassified
NODE_336_length_1060_cov_7.027467_NEMO-NC2|full	Bacteria	Candidatus Nomurabacteria	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_336_length_1100_cov_3.818182_NEMO-NC3|full	Eukaryota	Basidiomycota	Agaricomycetes	Russulales	Stereaceae	Stereum	Stereum hirsutum
NODE_336_length_1190_cov_3.012579_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_336_length_1279_cov_4.057404_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_337_length_1058_cov_7.309888_NEMO-NC2|full	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	Parcubacteria group bacterium
NODE_337_length_1100_cov_3.291300_NEMO-NC3|full	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	unclassified
NODE_337_length_1133_cov_3.535985_MEMO112|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus
NODE_337_length_1279_cov_2.883527_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	unclassified	unclassified	unclassified
NODE_337_length_1364_cov_1.821290_MEMO050|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia sp. J316
NODE_338_length_1058_cov_4.852192_NEMO-NC2|full	Bacteria	Actinobacteria	Actinomycetia	unclassified	unclassified	unclassified	unclassified
NODE_338_length_1190_cov_2.352201_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_338_length_1275_cov_5.398998_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia aphidicola
NODE_339_length_1056_cov_2.837589_NEMO-NC2|full	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_339_length_1099_cov_2.556751_NEMO-NC3|full	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_339_length_1130_cov_1.845204_MEMO112|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	unclassified	unclassified
NODE_339_length_1189_cov_5.800360_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_339_length_1270_cov_3.937133_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_34_length_1029_cov_1.915966_NEMO46|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex pipiens
NODE_34_length_1084_cov_2.217478_MEMO009-NC|full	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	unclassified	unclassified	unclassified
NODE_34_length_10885_cov_17.726129_MEMO127|full	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	unclassified
NODE_34_length_1126_cov_3.277407_NEMO21|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex pipiens
NODE_34_length_1169_cov_1.629121_MEMO057|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex quinquefasciatus
NODE_34_length_1197_cov_1.566964_MEMO108|10-percent	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	unclassified
NODE_34_length_1211_cov_1.906526_NEMO15|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	unclassified
NODE_34_length_1246_cov_3.875962_NEMO16|full	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	unclassified
NODE_34_length_1378_cov_2.737125_NEMO-NC4|full	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	unclassified	unclassified	Burkholderiales bacterium
NODE_34_length_1451_cov_3.766376_MEMO011|full	Eukaryota	Zoopagomycota	Entomophthoromycetes	Entomophthorales	Entomophthoraceae	Entomophthora	Entomophthora muscae
NODE_34_length_1480_cov_2.196009_MEMO076-NC|full	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas cremoris
NODE_34_length_1520_cov_11.978517_NEMO36|full	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_34_length_1581_cov_2.869681_NEMO-NC1|full	Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides sp. SLBN-35
NODE_34_length_1867_cov_4.345810_NEMO-NC2|full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unclassified	unclassified	uncultured Caudovirales phage
NODE_34_length_2260_cov_6.885479_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_34_length_2462_cov_10.022642_MEMO112|full	Eukaryota	Nematoda	Chromadorea	Rhabditida	Onchocercidae	Brugia	Brugia timori
NODE_34_length_2545_cov_23.250405_MEMO031|full	Viruses	unclassified	Naldaviricetes	Lefavirales	Nudiviridae	unclassified	Nudiviridae sp.
NODE_34_length_3126_cov_3.218760_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	bacteria symbiont BFo1 of Frankliniella occidentalis
NODE_34_length_7171_cov_7.021708_MEMO108|full	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	unclassified
NODE_340_length_1098_cov_2.952008_NEMO-NC3|full	Bacteria	Candidatus Kaiserbacteria	unclassified	unclassified	unclassified	unclassified	Candidatus Kaiserbacteria bacterium RIFCSPHIGHO2_01_FULL_51_33
NODE_340_length_1186_cov_3.055906_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Gibbsiella	Gibbsiella quercinecans
NODE_340_length_1270_cov_3.238055_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_341_length_1097_cov_2.467647_NEMO-NC3|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae
NODE_341_length_1184_cov_6.097561_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea agglomerans
NODE_341_length_1205_cov_5.554965_NEMO03|full	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	unclassified
NODE_341_length_1268_cov_8.645676_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	unclassified	unclassified	unclassified	unclassified
NODE_342_length_1096_cov_2.052012_NEMO-NC3|full	Bacteria	Candidatus Taylorbacteria	unclassified	unclassified	unclassified	unclassified	Candidatus Taylorbacteria bacterium
NODE_342_length_1183_cov_3.304702_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	unclassified	unclassified	unclassified
NODE_342_length_1266_cov_3.885618_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_343_length_1094_cov_4.225172_NEMO-NC3|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	unclassified	unclassified
NODE_343_length_1125_cov_2.607824_MEMO112|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex pipiens
NODE_343_length_1181_cov_3.797101_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	unclassified	unclassified	unclassified
NODE_343_length_1265_cov_8.792929_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_344_length_1054_cov_1.766633_NEMO-NC2|full	Bacteria	Bacteroidetes	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_344_length_1094_cov_3.266470_NEMO-NC3|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli
NODE_344_length_1180_cov_5.327289_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	unclassified
NODE_344_length_1264_cov_5.586352_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	Serratia marcescens
NODE_345_length_1092_cov_2.671921_NEMO-NC3|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	unclassified	unclassified
NODE_345_length_1177_cov_5.782727_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia aphidicola
NODE_345_length_1263_cov_7.174536_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	unclassified	unclassified	unclassified
NODE_346_length_1050_cov_3.093525_NEMO-NC2|full	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_346_length_1122_cov_2.533014_MEMO112|full	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Aedes aegypti To virus 1
NODE_346_length_1173_cov_7.694343_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea agglomerans
NODE_346_length_1262_cov_2.881857_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	unclassified	unclassified	unclassified
NODE_347_length_1088_cov_1.973294_NEMO-NC3|full	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_347_length_1122_cov_2.119617_MEMO112|full	Eukaryota	Arthropoda	Insecta	Diptera	Calliphoridae	Lucilia	Lucilia cuprina
NODE_347_length_1173_cov_4.677920_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae
NODE_347_length_1261_cov_3.198480_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_348_length_1087_cov_6.940594_NEMO-NC3|full	Bacteria	Candidatus Parcubacteria	unclassified	unclassified	unclassified	unclassified	Parcubacteria bacterium C7867-005
NODE_348_length_1171_cov_3.010969_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_348_length_1258_cov_5.272650_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_348_length_1333_cov_2.978503_MEMO050|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	unclassified	unclassified
NODE_349_length_1044_cov_2.285419_NEMO-NC2|full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unclassified	unclassified	uncultured Caudovirales phage
NODE_349_length_1086_cov_5.351833_NEMO-NC3|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli
NODE_349_length_1121_cov_5.272989_MEMO112|full	Eukaryota	Arthropoda	Insecta	Hemiptera	Aphididae	Sipha	Sipha flava
NODE_349_length_1170_cov_7.204941_MEMO033|full	Eukaryota	Arthropoda	Insecta	Lepidoptera	Noctuidae	Spodoptera	Spodoptera exigua
NODE_349_length_1258_cov_2.460627_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia aphidicola
NODE_35_length_10773_cov_26.383040_MEMO127|full	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	unclassified
NODE_35_length_1120_cov_2.478428_MEMO046-NC|full	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_35_length_1191_cov_1.578097_MEMO097|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex pipiens
NODE_35_length_1243_cov_1.827616_NEMO16|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex pipiens
NODE_35_length_1256_cov_12.481764_MEMO105|full	Eukaryota	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_35_length_1362_cov_3.731518_NEMO-NC4|full	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_35_length_1447_cov_4.522628_MEMO011|full	Eukaryota	Mucoromycota	Mucoromycetes	Mucorales	Cunninghamellaceae	Absidia	Absidia glauca
NODE_35_length_1471_cov_2.600430_MEMO076-NC|full	Bacteria	Proteobacteria	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_35_length_1562_cov_6.153535_MEMO119|full	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_35_length_1830_cov_3.315459_MEMO116|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus
NODE_35_length_1851_cov_4.870349_NEMO-NC2|full	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_35_length_1854_cov_10.084412_NEMO31|full	Eukaryota	Zoopagomycota	Entomophthoromycetes	Entomophthorales	Entomophthoraceae	Entomophthora	Entomophthora muscae
NODE_35_length_2108_cov_4.499754_MEMO141|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli
NODE_35_length_2241_cov_2.320702_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia sp. ErVv1
NODE_35_length_2425_cov_5.329642_MEMO053|full	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	Wolbachia endosymbiont of Culex quinquefasciatus
NODE_35_length_2456_cov_39.052963_MEMO112|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex pipiens
NODE_35_length_3115_cov_3.971363_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_350_length_1037_cov_2.100000_NEMO33|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex pipiens
NODE_350_length_1044_cov_1.232678_NEMO-NC2|full	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Sediminitomix	Sediminitomix flava
NODE_350_length_1086_cov_2.617443_NEMO-NC3|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli
NODE_350_length_1169_cov_3.521978_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_350_length_1256_cov_9.642070_MEMO048|full	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_351_length_1085_cov_3.058532_NEMO-NC3|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	unclassified	unclassified
NODE_351_length_1118_cov_3.752161_MEMO112|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	unclassified	unclassified
NODE_351_length_1256_cov_3.070399_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_352_length_1085_cov_2.320437_NEMO-NC3|full	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Prokaryotic dsDNA virus sp.
NODE_352_length_1117_cov_5.301923_MEMO112|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus
NODE_352_length_1168_cov_1.514207_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	unclassified	unclassified	unclassified
NODE_352_length_1255_cov_4.421053_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_353_length_1085_cov_1.989087_NEMO-NC3|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	unclassified	unclassified
NODE_353_length_1117_cov_2.052885_MEMO112|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	unclassified
NODE_353_length_1253_cov_2.306122_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	unclassified	unclassified	unclassified
NODE_354_length_1042_cov_3.951295_NEMO-NC2|full	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_354_length_1084_cov_2.709037_NEMO-NC3|full	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_354_length_1164_cov_3.090156_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia sp. Ejp617
NODE_354_length_1314_cov_3.515764_MEMO050|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	unclassified
NODE_355_length_1116_cov_9.006737_MEMO112|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus
NODE_355_length_1160_cov_5.963066_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_355_length_1248_cov_5.449189_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia aphidicola
NODE_356_length_1040_cov_5.161994_NEMO-NC2|full	Bacteria	Candidatus Desantisbacteria	unclassified	unclassified	unclassified	unclassified	Candidatus Desantisbacteria bacterium CG_4_8_14_3_um_filter_40_12
NODE_356_length_1081_cov_3.156375_NEMO-NC3|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	unclassified	unclassified
NODE_356_length_1116_cov_1.688162_MEMO112|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus
NODE_356_length_1158_cov_4.475486_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_356_length_1248_cov_3.528608_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_357_length_1040_cov_2.004154_NEMO-NC2|full	Bacteria	Ignavibacteriae	unclassified	unclassified	unclassified	unclassified	Ignavibacteria bacterium ADurb.Bin266
NODE_357_length_1080_cov_2.425723_NEMO-NC3|full	Eukaryota	Basidiomycota	Agaricomycetes	Russulales	Stereaceae	Stereum	Stereum hirsutum
NODE_357_length_1115_cov_3.166667_MEMO112|full	Eukaryota	Arthropoda	Insecta	Lepidoptera	Psychidae	Eumeta	Eumeta japonica
NODE_357_length_1158_cov_3.565217_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia psidii
NODE_357_length_1246_cov_4.272883_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella variicola
NODE_358_length_1039_cov_6.279626_NEMO-NC2|full	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_358_length_1078_cov_10.339660_NEMO-NC3|full	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	unclassified	unclassified	Burkholderiales bacterium
NODE_358_length_1115_cov_3.095376_MEMO112|full	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Aedes aegypti To virus 2
NODE_358_length_1158_cov_2.346901_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia aphidicola
NODE_358_length_1244_cov_2.056555_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_358_length_1293_cov_1.616776_MEMO071|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	unclassified	unclassified	unclassified
NODE_359_length_1078_cov_3.817183_NEMO-NC3|full	Eukaryota	Basidiomycota	Agaricomycetes	Russulales	Stereaceae	Stereum	Stereum hirsutum
NODE_359_length_1114_cov_2.157184_MEMO112|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus
NODE_359_length_1157_cov_5.424074_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	unclassified	unclassified	unclassified
NODE_36_length_10561_cov_22.733976_MEMO127|full	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	unclassified
NODE_36_length_1080_cov_3.260219_MEMO009-NC|full	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	unclassified
NODE_36_length_1124_cov_2.337154_MEMO023|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus
NODE_36_length_1176_cov_1.444040_MEMO097|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus
NODE_36_length_1354_cov_5.119029_NEMO-NC4|full	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium psychrophilum
NODE_36_length_1424_cov_4.221232_MEMO025|full	Eukaryota	Ciliophora	Oligohymenophorea	Hymenostomatida	Tetrahymenidae	Tetrahymena	Tetrahymena thermophila
NODE_36_length_1444_cov_4.480614_MEMO011|full	Eukaryota	Mucoromycota	Mucoromycetes	Mucorales	Cunninghamellaceae	Absidia	Absidia glauca
NODE_36_length_1459_cov_3.342981_MEMO076-NC|full	Archaea	Candidatus Bathyarchaeota	unclassified	unclassified	unclassified	unclassified	Candidatus Bathyarchaeota archaeon
NODE_36_length_1553_cov_3.752710_NEMO20|full	Eukaryota	Streptophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Thalictrum	Thalictrum thalictroides
NODE_36_length_1557_cov_4.893919_NEMO-NC1|full	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	unclassified	Comamonadaceae bacterium CG12_big_fil_rev_8_21_14_0_65_59_15
NODE_36_length_1837_cov_9.571023_NEMO31|full	Eukaryota	Basidiomycota	Exobasidiomycetes	Tilletiales	Tilletiaceae	Tilletia	unclassified
NODE_36_length_1849_cov_6.643341_NEMO-NC2|full	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	Parcubacteria group bacterium Athens0416_74
NODE_36_length_1857_cov_6.185955_NEMO-NC3|full	Bacteria	Actinobacteria	Acidimicrobiia	unclassified	unclassified	unclassified	Acidimicrobiia bacterium
