Contig	taxID	Avg. % identity
NODE_2911_length_635_cov_6.039427_NEMO-NC3|full	1802735	63.1
NODE_2913_length_558_cov_1.802495_NEMO-NC2|full	2100421	81.7
NODE_2913_length_574_cov_1.082495_MEMO112|full	551	99.3
NODE_2914_length_505_cov_1.044393_MEMO111|full	42434	74
NODE_2914_length_574_cov_1.072435_MEMO112|full	568	98.975
NODE_2914_length_635_cov_3.960573_NEMO-NC3|full	721885	94.4
NODE_2915_length_558_cov_1.557173_NEMO-NC2|full	1187080	79.6
NODE_2915_length_635_cov_3.376344_NEMO-NC3|full	83541	28.7
NODE_2916_length_505_cov_1.023364_MEMO111|full	7160	77.1
NODE_2916_length_558_cov_1.363825_NEMO-NC2|full	1760	51.3
NODE_2916_length_635_cov_3.263441_NEMO-NC3|full	721885	89.7
NODE_2917_length_558_cov_1.338877_NEMO-NC2|full	1716	777.666.666.666.667
NODE_2917_length_635_cov_3.111111_NEMO-NC3|full	1881195	26.3
NODE_2918_length_558_cov_1.253638_NEMO-NC2|full	2044939	65
NODE_2918_length_635_cov_2.611111_NEMO-NC3|full	149698	458.666.666.666.667
NODE_2919_length_505_cov_0.831776_MEMO111|full	7160	53.6
NODE_2919_length_558_cov_1.241164_NEMO-NC2|full	1227077	57.1
NODE_291_length_1034_cov_1.367816_MEMO111|full	43817	67.1
NODE_291_length_1100_cov_8.960899_MEMO129|full	953	100
NODE_291_length_1101_cov_5.977539_NEMO-NC2|full	2100421	72.1
NODE_291_length_1145_cov_3.295880_NEMO-NC3|full	543	990.416.666.666.667
NODE_291_length_1260_cov_3.771767_MEMO033|full	91347	100
NODE_291_length_1337_cov_6.286508_MEMO048|full	91347	99.1
NODE_291_length_1496_cov_6.373502_MEMO050|full	263437	100
NODE_291_length_502_cov_0.630588_NEMO51|full	7176	77.8
NODE_291_length_521_cov_1.200450_MEMO123|full	518105	97.9
NODE_291_length_526_cov_3.988864_MEMO150-NC|full	131567	789.772.727.272.727
NODE_291_length_583_cov_1.911067_NEMO35|full	7148	95.275
NODE_291_length_651_cov_1.855401_NEMO37|full	2	98.88
NODE_291_length_670_cov_2.037099_NEMO15|full	42434	75.8
NODE_291_length_698_cov_1.483092_MEMO011|full	460826	34.3
NODE_291_length_700_cov_4.727127_NEMO20|full	2049044	50.2
NODE_291_length_702_cov_1.424000_MEMO023|full	42434	64.1
NODE_291_length_705_cov_1.703822_MEMO009-NC|full	1224	35.65
NODE_291_length_720_cov_1.687403_NEMO36|full	131567	474.333.333.333.333
NODE_291_length_751_cov_1.857567_MEMO046-NC|full	1224	96.5
NODE_291_length_798_cov_1.352288_NEMO-NC4|full	2100421	69.7
NODE_291_length_918_cov_2.242568_MEMO115|full	7160	84.6
NODE_291_length_920_cov_2.435350_MEMO076-NC|full	2053554	45
NODE_2920_length_558_cov_1.189189_NEMO-NC2|full	2049049	96.2
NODE_2920_length_635_cov_2.383513_NEMO-NC3|full	721885	94.3
NODE_2921_length_505_cov_0.665888_MEMO111|full	7160	78.6
NODE_2921_length_558_cov_1.043659_NEMO-NC2|full	2100421	37.2
NODE_2921_length_635_cov_2.202509_NEMO-NC3|full	1869227	73.5
NODE_2922_length_573_cov_2.844758_MEMO112|full	7157	809.416.666.666.667
NODE_2923_length_504_cov_2.468384_MEMO111|full	7160	80
NODE_2923_length_635_cov_2.032258_NEMO-NC3|full	2	46.45
NODE_2924_length_635_cov_1.851254_NEMO-NC3|full	515393	87.3
NODE_2925_length_557_cov_3.672917_NEMO-NC2|full	1335746	45.3
NODE_2925_length_573_cov_2.120968_MEMO112|full	7176	34.4
NODE_2926_length_504_cov_1.786885_MEMO111|full	7176	53.9
NODE_2926_length_557_cov_3.133333_NEMO-NC2|full	497	984.714.285.714.286
NODE_2926_length_635_cov_1.491039_NEMO-NC3|full	1978759	39.5
NODE_2928_length_557_cov_2.068750_NEMO-NC2|full	111142	98.7
NODE_2928_length_634_cov_3.761221_NEMO-NC3|full	578458	41.4
NODE_2929_length_504_cov_1.257611_MEMO111|full	2789886	38.6
NODE_2929_length_634_cov_3.640934_NEMO-NC3|full	543	100
NODE_292_length_1031_cov_1.595388_MEMO111|full	7159	50
NODE_292_length_1101_cov_2.511719_NEMO-NC2|full	1794811	69.075
NODE_292_length_1142_cov_3.703286_NEMO-NC3|full	1236	99.96
NODE_292_length_1188_cov_3.418542_MEMO112|full	7160	46.2
NODE_292_length_1260_cov_3.205410_MEMO033|full	1903409	99.55
NODE_292_length_508_cov_0.719258_MEMO020-NC|full	135619	40.8
NODE_292_length_508_cov_1.698376_MEMO052|full	42434	83.3
NODE_292_length_614_cov_2.325885_MEMO074|full	1560201	94.2
NODE_292_length_677_cov_1.615000_NEMO21|full	518105	100
NODE_292_length_682_cov_1.601653_NEMO53|full	42434	69.6
NODE_292_length_702_cov_1.273600_MEMO023|full	43817	541.625
NODE_292_length_705_cov_1.398089_MEMO009-NC|full	511	98.6
NODE_292_length_718_cov_1.581903_MEMO141|full	43817	93.55
NODE_292_length_718_cov_3.347894_NEMO36|full	46969	30.4
NODE_292_length_740_cov_33.567119_MEMO119|full	6210	56.2
NODE_292_length_759_cov_2.618768_MEMO025|full	312017	78.2
NODE_292_length_765_cov_2.212209_NEMO16|full	42434	44.1
NODE_292_length_783_cov_3.698300_NEMO31|full	64495	346.857.142.857.143
NODE_292_length_796_cov_1.450626_NEMO-NC4|full	1819727	90.1
NODE_292_length_892_cov_2.095706_MEMO087|full	42434	98.1
NODE_292_length_917_cov_32.644048_MEMO115|full	7159	61.7
NODE_2930_length_557_cov_1.991667_NEMO-NC2|full	100861	39.8
NODE_2930_length_573_cov_1.766129_MEMO112|full	300111	72.3
NODE_2931_length_634_cov_2.752244_NEMO-NC3|full	721885	48
NODE_2932_length_504_cov_0.969555_MEMO111|full	67767	52.2
NODE_2932_length_557_cov_1.729167_NEMO-NC2|full	2045217	72.5
NODE_2932_length_573_cov_1.604839_MEMO112|full	43817	55.5
NODE_2932_length_634_cov_2.750449_NEMO-NC3|full	543	100
NODE_2933_length_504_cov_0.969555_MEMO111|full	7160	50.7
NODE_2933_length_557_cov_1.620833_NEMO-NC2|full	2791028	60.6
NODE_2934_length_557_cov_1.481250_NEMO-NC2|full	131567	549.333.333.333.333
NODE_2935_length_504_cov_0.765808_MEMO111|full	7176	53.8
NODE_2935_length_557_cov_1.445833_NEMO-NC2|full	237258	977.833.333.333.333
NODE_2935_length_573_cov_1.276210_MEMO112|full	7160	62
NODE_2935_length_634_cov_2.362657_NEMO-NC3|full	1869227	55.7
NODE_2936_length_503_cov_6.305164_MEMO111|full	42155	77.1
NODE_2936_length_573_cov_1.276210_MEMO112|full	43817	647.666.666.666.667
NODE_2937_length_557_cov_0.947917_NEMO-NC2|full	1236	99.668
NODE_2937_length_573_cov_1.272177_MEMO112|full	7176	51.9
NODE_2938_length_556_cov_4.219207_NEMO-NC2|full	85006	502.666.666.666.667
NODE_2938_length_634_cov_2.201077_NEMO-NC3|full	543	99.812
NODE_2939_length_634_cov_2.177738_NEMO-NC3|full	721885	76.5
NODE_293_length_1140_cov_1.761054_NEMO-NC3|full	543	97.516
NODE_293_length_1333_cov_2.082006_MEMO048|full	1903409	99.8
NODE_293_length_508_cov_0.222738_MEMO020-NC|full	1437201	65.35
NODE_293_length_518_cov_1.281179_MEMO075|full	7176	83.3
NODE_293_length_525_cov_1.593750_MEMO150-NC|full	2759	640.428.571.428.571
NODE_293_length_540_cov_0.866091_MEMO010|full	6293	96.4
NODE_293_length_583_cov_1.185771_NEMO35|full	7176	78.4
NODE_293_length_747_cov_2.546269_MEMO046-NC|full	2787866	24.7
NODE_293_length_784_cov_3.697313_MEMO102|full	7157	645.823.529.411.765
NODE_293_length_855_cov_3.006427_NEMO-NC1|full	59288	67.8
NODE_293_length_984_cov_1.674752_MEMO116|full	42434	51.7
NODE_2940_length_573_cov_1.106855_MEMO112|full	7160	49.2
NODE_2941_length_556_cov_2.396660_NEMO-NC2|full	1852840	94.6
NODE_2942_length_556_cov_1.991649_NEMO-NC2|full	2482794	52.5
NODE_2942_length_634_cov_2.043088_NEMO-NC3|full	543	99.504
NODE_2943_length_556_cov_1.553236_NEMO-NC2|full	2750080	34.9
NODE_2943_length_573_cov_0.995968_MEMO112|full	7159	40.2
NODE_2944_length_573_cov_0.939516_MEMO112|full	131567	984.941.176.470.588
NODE_2945_length_556_cov_1.536534_NEMO-NC2|full	57723	43.45
NODE_2945_length_573_cov_0.935484_MEMO112|full	43817	89.1
NODE_2945_length_634_cov_1.985637_NEMO-NC3|full	1224	98.92
NODE_2946_length_556_cov_1.415449_NEMO-NC2|full	1915061	100
NODE_2946_length_634_cov_1.614004_NEMO-NC3|full	34073	52.1
NODE_2947_length_503_cov_1.387324_MEMO111|full	7157	957.625
NODE_2947_length_556_cov_1.302714_NEMO-NC2|full	2762318	94.825
NODE_2947_length_634_cov_1.430880_NEMO-NC3|full	543	99.52
NODE_2948_length_556_cov_0.985386_NEMO-NC2|full	2052153	74.2
NODE_2948_length_634_cov_1.166966_NEMO-NC3|full	155619	94.308
NODE_2949_length_503_cov_1.307512_MEMO111|full	7160	45.9
NODE_2949_length_556_cov_0.707724_NEMO-NC2|full	976	80.8
NODE_294_length_1139_cov_1.943503_NEMO-NC3|full	1855912	39.8
NODE_294_length_1186_cov_8.263300_MEMO112|full	518105	53.5
NODE_294_length_1258_cov_2.373412_MEMO033|full	562	77.8
NODE_294_length_1489_cov_6.970963_MEMO050|full	953	99.6
NODE_294_length_508_cov_1.252900_MEMO052|full	1206794	43.1
NODE_294_length_536_cov_0.954248_NEMO24|full	7157	60
NODE_294_length_538_cov_1.310195_MEMO078|full	42434	48
NODE_294_length_546_cov_1.264392_NEMO18|full	7176	95.5
NODE_294_length_547_cov_1.963830_MEMO142|full	42434	62.2
NODE_294_length_549_cov_1.625000_MEMO042|full	42434	37.7
NODE_294_length_613_cov_1.697761_MEMO074|full	1560201	41.7
NODE_294_length_696_cov_2.768982_MEMO011|full	451864	46.75
NODE_294_length_700_cov_7.144462_MEMO023|full	7176	54.3
NODE_294_length_704_cov_2.518341_MEMO009-NC|full	2500150	60.7
NODE_294_length_747_cov_1.222388_MEMO046-NC|full	39693	42.9
NODE_294_length_758_cov_3.186490_MEMO025|full	312017	62.6
NODE_294_length_764_cov_4.627365_NEMO16|full	7176	71.7
NODE_294_length_855_cov_2.656812_NEMO-NC1|full	1817825	50
NODE_294_length_916_cov_1.793802_MEMO115|full	83485	44.05
NODE_294_length_919_cov_2.789786_MEMO076-NC|full	2029855	60.6
NODE_294_length_984_cov_1.654906_MEMO116|full	7159	57.2
NODE_294_length_988_cov_2.914380_MEMO113|full	7160	46.85
NODE_2950_length_555_cov_5.043933_NEMO-NC2|full	1794811	839.619.047.619.048
NODE_2951_length_633_cov_5.201439_NEMO-NC3|full	154746	55.05
NODE_2952_length_555_cov_3.401674_NEMO-NC2|full	2100421	72.8
NODE_2953_length_555_cov_3.397490_NEMO-NC2|full	2100421	53.8
NODE_2953_length_572_cov_2.406061_MEMO112|full	133076	48.1
NODE_2953_length_633_cov_4.062950_NEMO-NC3|full	721885	85.7
NODE_2954_length_555_cov_3.194561_NEMO-NC2|full	2030827	70.9
NODE_2954_length_633_cov_3.829137_NEMO-NC3|full	543	99.72
NODE_2955_length_633_cov_2.881295_NEMO-NC3|full	1335304	98.6
NODE_2956_length_503_cov_0.892019_MEMO111|full	7160	81
NODE_2956_length_633_cov_2.694245_NEMO-NC3|full	36087	70.5
NODE_2957_length_503_cov_0.863850_MEMO111|full	33392	38.05
NODE_2957_length_633_cov_2.559353_NEMO-NC3|full	721885	68.1
NODE_2958_length_503_cov_0.852113_MEMO111|full	131567	38.35
NODE_2958_length_555_cov_2.506276_NEMO-NC2|full	1224	78.3
NODE_2958_length_572_cov_1.662626_MEMO112|full	7159	53.3
NODE_2958_length_633_cov_2.535971_NEMO-NC3|full	721885	67.8
NODE_2959_length_572_cov_1.486869_MEMO112|full	680683	43.4
NODE_2959_length_633_cov_2.419065_NEMO-NC3|full	53409	28.6
NODE_295_length_1098_cov_2.406464_NEMO-NC2|full	1	445.863.636.363.636
NODE_295_length_1138_cov_2.877474_NEMO-NC3|full	721885	68.9
NODE_295_length_1186_cov_4.783589_MEMO112|full	33392	37.4
NODE_295_length_1257_cov_2.238136_MEMO033|full	1903409	97.9
NODE_295_length_504_cov_1.880562_MEMO022|full	7176	73.7
NODE_295_length_524_cov_0.948546_MEMO150-NC|full	1736466	83.1
NODE_295_length_527_cov_0.748889_MEMO056|full	28256	811.705.882.352.941
NODE_295_length_547_cov_1.827660_MEMO142|full	518105	88.5
NODE_295_length_560_cov_1.948240_MEMO012|full	53541	96.9
NODE_295_length_613_cov_1.507463_MEMO074|full	1560201	98
NODE_295_length_628_cov_0.885662_MEMO097|full	42434	98.9
NODE_295_length_675_cov_1.434783_NEMO21|full	518105	88.2
NODE_295_length_695_cov_1.969256_MEMO093|full	953	64.25
NODE_295_length_700_cov_0.971108_MEMO117|full	6656	528.083.333.333.333
NODE_295_length_700_cov_3.343499_MEMO023|full	518105	87.5
NODE_295_length_715_cov_2.641066_MEMO141|full	2759	49.6
NODE_295_length_722_cov_0.612403_MEMO118|full	43817	67.3
NODE_295_length_756_cov_2.415317_MEMO025|full	312017	93.4
NODE_295_length_783_cov_1.436261_MEMO102|full	139649	57.1
NODE_295_length_855_cov_1.494859_NEMO-NC1|full	374	99.4
NODE_295_length_918_cov_2.492271_MEMO076-NC|full	1	47.5
NODE_295_length_982_cov_2.383425_MEMO116|full	7160	56
NODE_295_length_988_cov_1.261251_MEMO113|full	7160	68.8
NODE_2960_length_555_cov_1.832636_NEMO-NC2|full	2	558.947.368.421.053
NODE_2960_length_572_cov_1.482828_MEMO112|full	33392	775.208.333.333.333
NODE_2960_length_633_cov_2.059353_NEMO-NC3|full	1869212	46.7
NODE_2961_length_503_cov_0.427230_MEMO111|full	33392	454.666.666.666.667
NODE_2961_length_555_cov_1.539749_NEMO-NC2|full	1852821	61.7
NODE_2962_length_555_cov_1.527197_NEMO-NC2|full	1898104	52.6
NODE_2962_length_572_cov_1.420202_MEMO112|full	7160	68.6
NODE_2963_length_555_cov_1.213389_NEMO-NC2|full	1915061	98.8
NODE_2963_length_572_cov_1.365657_MEMO112|full	91347	71.6
NODE_2964_length_555_cov_0.663180_NEMO-NC2|full	2	56.66
NODE_2964_length_572_cov_1.333333_MEMO112|full	7159	37.2
NODE_2964_length_633_cov_1.485612_NEMO-NC3|full	721885	41.1
NODE_2965_length_572_cov_1.327273_MEMO112|full	7160	80.1
NODE_2965_length_633_cov_1.347122_NEMO-NC3|full	1314776	31
NODE_2966_length_633_cov_1.001799_NEMO-NC3|full	34103	46
NODE_2967_length_554_cov_4.805031_NEMO-NC2|full	2044939	42.1
NODE_2968_length_572_cov_1.060606_MEMO112|full	53541	66.2
NODE_2968_length_632_cov_5.181982_NEMO-NC3|full	155619	608.625
NODE_2969_length_554_cov_3.511530_NEMO-NC2|full	1794811	53.75
NODE_2969_length_632_cov_4.942342_NEMO-NC3|full	1891238	56.5
NODE_296_length_1095_cov_2.065815_NEMO-NC2|full	237258	99.75
NODE_296_length_1135_cov_5.758979_NEMO-NC3|full	543	999.375
NODE_296_length_1327_cov_11.072000_MEMO048|full	1903409	98.6
NODE_296_length_523_cov_2.192825_MEMO150-NC|full	2	98.165
NODE_296_length_534_cov_1.028446_NEMO14|full	518105	460.666.666.666.667
NODE_296_length_612_cov_0.981308_MEMO074|full	91347	554.833.333.333.333
NODE_296_length_668_cov_2.319797_NEMO15|full	42434	99.2
NODE_296_length_694_cov_0.755267_MEMO093|full	518105	83.4
NODE_296_length_704_cov_1.448166_MEMO009-NC|full	13687	99.65
NODE_296_length_721_cov_1.661491_MEMO118|full	30069	57.7
NODE_296_length_746_cov_1.325859_MEMO046-NC|full	286	98.408
NODE_296_length_780_cov_2.937411_NEMO31|full	90988	43.9
NODE_296_length_791_cov_1.417367_NEMO-NC4|full	850	100
NODE_296_length_855_cov_0.928021_NEMO-NC1|full	2057741	100
NODE_296_length_914_cov_1.431302_MEMO115|full	131567	44.675
NODE_296_length_917_cov_4.817857_MEMO076-NC|full	1618846	52.7
NODE_296_length_925_cov_2.675708_NEMO32|full	131567	98.2
NODE_296_length_927_cov_2.289412_MEMO149|full	53335	99.6
NODE_2970_length_632_cov_4.837838_NEMO-NC3|full	721885	96.5
NODE_2971_length_502_cov_1.618824_MEMO111|full	7160	56.8
NODE_2971_length_572_cov_0.894949_MEMO112|full	7160	80
NODE_2971_length_632_cov_4.547748_NEMO-NC3|full	1224	99.5
NODE_2972_length_572_cov_0.533333_MEMO112|full	43817	61.45
NODE_2973_length_554_cov_2.838574_NEMO-NC2|full	1802299	86.2
NODE_2974_length_632_cov_2.605405_NEMO-NC3|full	155619	767.434.782.608.696
NODE_2975_length_632_cov_2.533333_NEMO-NC3|full	721885	49.5
NODE_2976_length_554_cov_2.664570_NEMO-NC2|full	2	997.142.857.142.857
NODE_2976_length_571_cov_1.433198_MEMO112|full	42434	42.9
NODE_2976_length_632_cov_2.517117_NEMO-NC3|full	721885	81.4
NODE_2978_length_554_cov_2.134172_NEMO-NC2|full	2020902	25.3
NODE_2979_length_554_cov_1.943396_NEMO-NC2|full	85023	56
NODE_2979_length_571_cov_0.890688_MEMO112|full	7176	54.95
NODE_297_length_1135_cov_2.511342_NEMO-NC3|full	1891238	35.4
NODE_297_length_1171_cov_15.090494_MEMO026|full	1316788	63.9
NODE_297_length_1254_cov_3.663551_MEMO033|full	1903409	991.666.666.666.667
NODE_297_length_1325_cov_5.330128_MEMO048|full	543	89.42
NODE_297_length_504_cov_1.250585_MEMO125|full	7396	76.6
NODE_297_length_513_cov_1.458716_NEMO29|full	7176	52.4
NODE_297_length_523_cov_1.145740_MEMO150-NC|full	9606	48.7
NODE_297_length_547_cov_1.838298_MEMO042|full	518105	86.8
NODE_297_length_547_cov_1.857447_MEMO029|full	42434	78.6
NODE_297_length_585_cov_2.389764_MEMO089|full	42434	71.9
NODE_297_length_674_cov_2.430486_NEMO21|full	518105	996.666.666.666.667
NODE_297_length_692_cov_1.728455_MEMO011|full	46969	31.2
NODE_297_length_700_cov_1.065811_MEMO023|full	518105	60.8
NODE_297_length_716_cov_1.048513_NEMO36|full	33213	544.666.666.666.667
NODE_297_length_746_cov_1.049327_MEMO046-NC|full	286	99.2
NODE_297_length_853_cov_5.189433_NEMO-NC1|full	1898104	28.9
NODE_297_length_917_cov_3.333333_MEMO076-NC|full	1086393	93.5
NODE_297_length_987_cov_1.251648_MEMO113|full	518105	54.75
NODE_2980_length_571_cov_0.876518_MEMO112|full	7159	42.9
NODE_2981_length_554_cov_1.033543_NEMO-NC2|full	1801752	73.3
NODE_2982_length_554_cov_0.867925_NEMO-NC2|full	1915061	98.3
NODE_2983_length_632_cov_1.933333_NEMO-NC3|full	721885	96.7
NODE_2984_length_570_cov_3.259635_MEMO112|full	7160	45.2
NODE_2985_length_553_cov_4.128151_NEMO-NC2|full	171549	94.18
NODE_2985_length_570_cov_2.170385_MEMO112|full	7160	58.5
NODE_2985_length_632_cov_1.861261_NEMO-NC3|full	80865	60.6
NODE_2986_length_502_cov_0.884706_MEMO111|full	1	40.05
NODE_2986_length_553_cov_2.915966_NEMO-NC2|full	1801764	78.2
NODE_2986_length_632_cov_1.763964_NEMO-NC3|full	50421	50.5
NODE_2987_length_570_cov_1.892495_MEMO112|full	43817	74.52
NODE_2988_length_553_cov_2.779412_NEMO-NC2|full	1760	71.01
NODE_2988_length_632_cov_1.392793_NEMO-NC3|full	5302	69.35
NODE_2989_length_553_cov_2.138655_NEMO-NC2|full	35783	51.3
NODE_2989_length_632_cov_1.385586_NEMO-NC3|full	2030827	35.8
NODE_298_length_1093_cov_8.804134_NEMO-NC2|full	95818	38.5
NODE_298_length_1192_cov_2.680717_MEMO128|full	51047	44.5
NODE_298_length_1254_cov_2.411215_MEMO033|full	1903409	991.666.666.666.667
NODE_298_length_1325_cov_3.248397_MEMO048|full	68334	99.3
NODE_298_length_523_cov_0.901345_MEMO150-NC|full	1	647.333.333.333.333
NODE_298_length_578_cov_1.283433_MEMO057|full	7176	70.8
NODE_298_length_668_cov_0.866328_NEMO15|full	53541	49.8
NODE_298_length_699_cov_3.734727_MEMO023|full	42434	55.1
NODE_298_length_715_cov_2.534483_NEMO36|full	33317	357.421.052.631.579
NODE_298_length_745_cov_2.526946_MEMO046-NC|full	131567	78.05
NODE_298_length_789_cov_4.921348_NEMO-NC4|full	1437201	45.925
NODE_298_length_912_cov_3.270659_MEMO115|full	7160	69.2
NODE_298_length_916_cov_2.492253_MEMO076-NC|full	80840	53.25
NODE_298_length_981_cov_1.913717_MEMO116|full	33392	721.555.555.555.556
NODE_2990_length_553_cov_2.010504_NEMO-NC2|full	1794811	871.916.666.666.667
NODE_2990_length_632_cov_1.088288_NEMO-NC3|full	543	99.616
NODE_2991_length_502_cov_0.698824_MEMO111|full	7160	56.96
NODE_2991_length_553_cov_1.846639_NEMO-NC2|full	1898104	51.1
NODE_2991_length_570_cov_1.476673_MEMO112|full	53541	97.15
NODE_2992_length_502_cov_0.465882_MEMO111|full	7160	68.4
NODE_2992_length_631_cov_4.703971_NEMO-NC3|full	1236	989.559.999.999.999
NODE_2993_length_570_cov_1.241379_MEMO112|full	518105	63
NODE_2994_length_553_cov_1.588235_NEMO-NC2|full	1915061	98.9
NODE_2994_length_631_cov_2.505415_NEMO-NC3|full	721885	39.6
NODE_2995_length_553_cov_1.558824_NEMO-NC2|full	2100421	63.1
NODE_2995_length_570_cov_0.937120_MEMO112|full	7159	52.9
NODE_2996_length_553_cov_1.554622_NEMO-NC2|full	1716	950.857.142.857.143
NODE_2996_length_631_cov_2.144404_NEMO-NC3|full	721885	40.7
NODE_2997_length_553_cov_1.476891_NEMO-NC2|full	1970580	58.8
NODE_2997_length_631_cov_2.135379_NEMO-NC3|full	2591644	39.8
NODE_2998_length_570_cov_0.432049_MEMO112|full	7160	40.2
NODE_2999_length_553_cov_1.436975_NEMO-NC2|full	1915061	78.2
NODE_2999_length_631_cov_2.092058_NEMO-NC3|full	721885	90.9
NODE_299_length_1132_cov_4.161137_NEMO-NC3|full	1975101	62.2
NODE_299_length_1188_cov_1.341134_MEMO128|full	2545798	98.5
NODE_299_length_1253_cov_2.539116_MEMO033|full	1903409	99.5
NODE_299_length_1324_cov_3.419407_MEMO048|full	552	87.6
NODE_299_length_1370_cov_4.447796_MEMO108|full	263437	99.7
NODE_299_length_506_cov_1.384615_MEMO020-NC|full	2026773	44.95
NODE_299_length_513_cov_0.706422_MEMO112|10-percent	7160	32.35
NODE_299_length_522_cov_1.808989_MEMO150-NC|full	81572	68.8
NODE_299_length_559_cov_0.867220_MEMO012|full	7176	76.3
NODE_299_length_643_cov_1.113074_NEMO44|full	7176	85.675
NODE_299_length_667_cov_2.396610_NEMO15|full	7176	65.6
NODE_299_length_688_cov_0.967267_MEMO011|full	131567	431.818.181.818.182
NODE_299_length_702_cov_2.035200_MEMO009-NC|full	1794811	41.2
NODE_299_length_720_cov_1.292379_MEMO129|10-percent	570417	98.7
NODE_299_length_727_cov_28.146154_MEMO127|full	955	65.9
NODE_299_length_742_cov_1.619549_MEMO046-NC|full	1	44.32
NODE_299_length_754_cov_1.150665_MEMO025|full	312017	79.5
NODE_299_length_762_cov_2.389781_NEMO16|full	518105	99.6
NODE_299_length_779_cov_1.652422_MEMO102|full	33317	417.142.857.142.857
NODE_299_length_789_cov_2.153090_NEMO-NC4|full	1965322	43.5
NODE_299_length_884_cov_1.842627_MEMO087|full	42434	92.7
NODE_299_length_912_cov_2.651497_MEMO115|full	7160	644.333.333.333.333
NODE_299_length_915_cov_4.213604_MEMO076-NC|full	2024833	43.3
NODE_299_length_919_cov_1.225653_MEMO149|full	553	99.72
NODE_29_length_1007_cov_3.566667_NEMO13|full	42434	48.5
NODE_29_length_1115_cov_3.219653_MEMO009-NC|full	2724178	96.2
NODE_29_length_1140_cov_582.383819_MEMO015|full	1922996	34.3
NODE_29_length_11420_cov_21.170325_MEMO127|full	2640676	99.9
NODE_29_length_1185_cov_1.273466_MEMO043|full	42434	64.1
NODE_29_length_1194_cov_6.989257_MEMO023|full	1206794	47.8
NODE_29_length_1259_cov_8.622673_NEMO28|full	2640676	956.666.666.666.667
NODE_29_length_1315_cov_1.701939_MEMO083|full	124287	337.333.333.333.333
NODE_29_length_1423_cov_3.638930_NEMO-NC4|full	2	38.35
NODE_29_length_1598_cov_3.815911_NEMO36|full	1129544	49.1
NODE_29_length_1606_cov_8.026815_MEMO011|full	34485	51.8
NODE_29_length_1933_cov_10.060345_NEMO31|full	1608129	90.3
NODE_29_length_1965_cov_12.335275_MEMO116|full	182803	59.2
NODE_29_length_1965_cov_6.689089_NEMO-NC2|full	431944	51.7
NODE_29_length_2157_cov_4.311058_MEMO149|full	263437	97.9
NODE_29_length_2363_cov_8.872703_MEMO113|full	114398	28
NODE_29_length_2543_cov_8.464315_MEMO112|full	42434	65.4
NODE_29_length_3156_cov_13.788243_MEMO048|full	255519	73.2
NODE_29_length_3753_cov_3.146083_MEMO071|full	953	99.9
NODE_29_length_507_cov_1.051163_MEMO105|10-percent	7176	67.7
NODE_29_length_528_cov_1.210643_MEMO148|full	7157	73.825
NODE_29_length_529_cov_1.238938_MEMO135|full	1812935	62.5
NODE_29_length_554_cov_0.687631_MEMO076-NC|10-percent	85413	32
NODE_29_length_577_cov_111.476000_NEMO47|full	47830	626.333.333.333.333
NODE_29_length_580_cov_1.735586_MEMO098|full	42434	85.1
NODE_29_length_604_cov_2.068311_MEMO147|full	7176	97.3
NODE_29_length_659_cov_1.030928_MEMO086|full	7176	83
NODE_29_length_690_cov_0.765090_MEMO011|10-percent	131567	47
NODE_29_length_691_cov_2.071661_MEMO144|full	2651953	99.1
NODE_29_length_718_cov_1.141966_MEMO122|full	1236	72.144
NODE_29_length_722_cov_1.455814_MEMO030|full	42434	97.9
NODE_29_length_783_cov_1.225212_MEMO081|full	7159	55.7
NODE_29_length_815_cov_2.344173_MEMO026|10-percent	953	85.1
NODE_29_length_827_cov_1.004000_NEMO29|full	7176	85.1
NODE_29_length_933_cov_4.106308_MEMO017|full	633	83
NODE_29_length_943_cov_2.699769_MEMO089|full	42434	98.5
NODE_29_length_964_cov_3.693348_MEMO132|full	7160	50.5
NODE_2_length_1024_cov_2.542767_MEMO114-NC|full	2052139	66.4
NODE_2_length_11390_cov_108.209228_MEMO031|full	33340	37.708
NODE_2_length_1177_cov_5.175455_NEMO30|full	2794532	24.4
NODE_2_length_1234_cov_31.364736_MEMO135|full	38293	84.1
NODE_2_length_1356_cov_1.068022_MEMO020-NC|full	50421	95.5
NODE_2_length_1384_cov_4.284621_MEMO034|full	2585031	38.3
NODE_2_length_14228_cov_7342.395732_MEMO011|full	2651957	97.2
NODE_2_length_1555_cov_6.176590_MEMO090|full	263437	100
NODE_2_length_17364_cov_7.926129_MEMO108|full	263437	99.5
NODE_2_length_1836_cov_168.627061_NEMO07|full	2304481	97.6
NODE_2_length_2145_cov_2.638298_MEMO127|1-percent	263437	97.4
NODE_2_length_2150_cov_15.682103_MEMO042|full	32346	59.175
NODE_2_length_2284_cov_4.560489_MEMO023|full	7160	54.6
NODE_2_length_23589_cov_20.432205_MEMO127|full	411798	73.7
NODE_2_length_2379_cov_17.798436_MEMO061|full	1608129	95.5
NODE_2_length_2469_cov_48.088211_MEMO067|full	1608131	100
NODE_2_length_2735_cov_6.714823_MEMO046-NC|full	2100421	37.3
NODE_2_length_2881_cov_4.778174_NEMO-NC4|full	2026729	49.7
NODE_2_length_2968_cov_6.694915_MEMO104|full	66420	52.5
NODE_2_length_3227_cov_8.291746_MEMO056|full	543	514.333.333.333.333
